

C:X:la^ [m]
C:Y:|al^|

C:M6everything as of 9/21/2006 shading
H:       X/1000.0          Y1,Ltgroo0
C0.005	228865741.2
0.009	140000
0.01	41555.2908
0.015	1336.278
0.02	183.87666
0.025	47.81445
0.03	17.60549
0.035	8.03418
0.04	4.23582
0.045	2.47447
0.05	1.56001
0.055	1.04299
0.06	0.7308
0.065	0.5317
0.07	0.39895
0.075	0.30727
0.08	0.24199
0.09	0.1584
0.1	0.10985
0.125	0.05256
0.15	0.02987
0.175	0.01904
0.25	0.00752
0.5	0.00249
1	0.00292
1.5	0.00483
2	0.00694
2.5	0.00806
3	0.00848
3.5	0.00849
4	0.00826
4.5	0.00787
5	0.00803
5.5	0.0074
6	0.00741
7	0.00694
10	0.00684
10	0.00634

C:Colorado limits shading
H:       X*1.0E-6          Y1,LtrRGBgoo0
7         1.0E10
8         1.0E8
9.3       1.0E7
10.0      4.0E6
20.0      1.5E4
30.0      1.0E3
50.0      80.0
60.0      40.0
100.0     10.0
300.0     4.2
600.0     3.3
600.0     1.0E10


C: Stanford limits shading
H: X*1.0E-6     Y1,LtrgRGBoo0
2.75         3.5E9
3.0          6.0E8
4.0          4.0E7
5.0          8.0E6
6.0          1.8E6
8.0          3.0E5
c:10.0         1.0E5
c:20.0         1.0E4
c:30.0         4.3E3 
c:40.0         2.7E3
c:40.0         1.0E7
C: Stanford Limits curve 2005
c:4	2e8
c:6	2.8e6
10	6.8e4
18	4.8e3
34	1.1e3
66	5.7e2
130	4.6e2
258	4.2e2
10.0	1.0E10

C:Dan Eotwash limits shading
N:       X/1000.0          Y1,SLtrgRGBoo0
10.0		1.0e10
9.06e-3	2.79e7
0.0100	9150000	
0.0200	6497	
0.0500	19.118
0.1110	0.631
0.5090	0.0093
1.0901	0.0061
2.3346	0.0084
2.8243	0.0086
3.4166	0.00855
4.1332	0.0084
5.0000	0.0082
6.0000	0.0080
10.000	0.0077

C:CD Eotwash limits shading
H:       X/1000.0          Y1,LtrgRGBoo0
0.02	1e9
0.02	1.14e6
0.025	1.39e5
0.032	2.19e4
0.040	4.19e3
0.050	1.04e3
0.063	2.36e2
0.080	6.20e1
0.100	1.89e1
0.126	6.4
0.158	2.38
0.199	9.63e-1
0.250	4.17e-1
0.314	1.91e-1
0.395	9.27e-2
0.546	3.74e-2
0.754	1.80e-2
1.042	1.11e-2
1.439	9.50e-3
1.988	1.03e-2
2.746	1.07e-2
3.794	1.10e-2
5.241	1.15e-2
7.239	1.05e-2
10.00	9.04e-3
10.	1.0e9
0.02	1e9

C: Region of previous constraints Shading
N:   X*1.0E-3           Y1,LtrgRGBoo0
2.424E-03       9.616E+09 
2.564E-03       4.918E+09 
2.805E-03       2.650E+09 
3.196E-03       1.205E+09 
3.844E-03       5.447E+08 
4.524E-03       2.696E+08 
5.250E-03       1.501E+08 
5.890E-03       1.042E+08 
6.753E-03       6.397E+07 
8.411E-03       3.314E+07 
1.050E-02       2.021E+07 
1.514E-02       9.620E+06 
1.981E-02       6.020E+06 
2.820E-02       3.351E+06 
4.121E-02       1.890E+06 
5.283E-02       1.304E+06 
7.072E-02       8.212E+05 
8.5782E-02      524861
0.1                  81223.91394308377 
0.12589254117941673  7482.578927847056 
0.15848931924611134  997.4783622148262 
0.19952623149688797  179.60370943894148 
0.251188643150958    41.46042021866795 
0.31622776601683794  11.805674872909254 
0.3981071705534972   4.033019722112082 
0.5011872336272722   1.6219729173268247 
0.6309573444801932   0.7591563071219207 
0.7943282347242815   0.41086022194038646 
1.                   0.2558221435578639 
1.2589254117941673   0.18207402507128853 
1.5848931924611136   0.1467373350912724 
1.9952623149688797   0.13232132264456659 
2.392                0.132
10.0  0.56808E-02
10.0  0.28183E-02
10.0     0.227
10.0     1.0E+07
10.0		1.0E10
2.424E-03       1.0E10


C:Irvine Shading
H:     X           Y1,LtrgRGBoo0
1.0	.1  
0.17330E-02  0.19583E+01
0.22070E-02  0.29108E+00
0.28700E-02  0.41057E-01
0.42200E-02  0.56808E-02
0.48890E-02  0.28183E-02
0.66750E-02  0.11617E-02
0.85960E-02  0.66845E-03
0.11380E-01  0.43330E-03
0.18850E-01  0.31622E-03
0.33920E-01  0.33976E-03
0.47440E-01  0.41902E-03
0.66220E-01  0.59342E-03
0.10030E+00  0.96476E-03
0.14590E+00  0.16769E-02
0.22470E+00  0.32990E-02
0.31280E+00  0.56808E-02
0.44600E+00  0.10305E-01
0.54990E+00  0.16207E-01
0.81120E+00  0.29691E-01
1.0		.1
0.5		.1



C:Down Modulus
H:     X           Y1,DTR0
8.57E-04		2.15E03
1.03E-04		1.29E05
1.03E-04		1E03	
1.58E-03		5.995

C:Gluon Modulus
H:     X           Y1,DTR0
0.001			464.159
7.743E-06		4.642E06
7.743E-06		3.12E5
H:     X           Y1,LTR0
7.743E-06		3.12E5
7.743E-06		31622.8
1.3E-05			1.1E04
H:     X           Y1,DTR0
1.3E-05			1.1E04
1.848E-03		0.879923   

C:Strange Modulus
H:     X           Y1,DTR0
1.325E-03		2.783E+01
6.67E-06		8.0E05
H:     X           Y1,LTR0
6.67E-06		8.0E05
4.71e-6		1.62E6
4.710E-06       9.943E+03
1.6E-05		920
H:     X           Y1,DTR0
1.6E-05		920
2.780E-03        6.0E-2


C:Radius Modulus
H:     X           Y1,LTGGB0
1.0E-06	0.333
7.3E-05	0.333
H:     X           Y1,DTGGB0
7.3E-05	0.333
1.0E-03	0.333
H:     X           Y1,LTGGB0
1.0E-06	0.75
.6E-04	0.75
H:     X           Y1,DTGGB0
.6E-04	0.75
1.0E-03	0.75

C:dilaton  lines
H:     X           Y1,LTRB0
1.000E-06       2.500E+03
1.4E-05	 	2.5E03	
H:     X           Y1,DTRB0
1.4E-05	 	2.5E03
1.0E-03         2.500E+03
H:     X           Y1,LTRB0
1.0000E-06          1.0
.55E-04		  1.0
H:     X           Y1,DTRB0
.55E-04		  1.0 
1.0E-03             1.0

C:Vacuum Energy Lines  
H:	X		Y1,LTGRR0
7.9E-05	1.0E-6
7.9E-05	1.0E02
H:	X		Y1,LTGRR0
8.9E-05	1.0E-6
8.9E-05	1.0E02

C:Lamoreaux
N:     X           Y1,SLTT0
2.424E-06       9.616E+09 
2.564E-06       4.918E+09 
2.805E-06       2.650E+09 
3.196E-06       1.205E+09 
3.844E-06       5.447E+08 
4.524E-06       2.696E+08 
5.250E-06       1.501E+08 
5.890E-06       1.042E+08 
6.753E-06       6.397E+07 
8.411E-06       3.314E+07 
1.050E-05       2.021E+07 
1.514E-05       9.620E+06 
1.981E-05       6.020E+06 
2.820E-05       3.351E+06 
4.121E-05       1.890E+06 
5.283E-05       1.304E+06 
7.072E-05       8.212E+05 
8.384E-05       5.816E+05

C:Mitrofanov, et. al.
N:     X*1.0E-3           Y1,SLT0
0.05011872336272722  2.65463540811579371719E9 
0.06309573444801933  4.249533614773068E7 
0.07943282347242814  1.395009744E6 
0.1                  81223.91394308377 
0.12589254117941673  7482.578927847056 
0.15848931924611134  997.4783622148262 
0.19952623149688797  179.60370943894148 
0.251188643150958    41.46042021866795 
0.31622776601683794  11.805674872909254 
0.3981071705534972   4.033019722112082 
0.5011872336272722   1.6219729173268247 
0.6309573444801932   0.7591563071219207 
0.7943282347242815   0.41086022194038646 
1.                   0.2558221435578639 
1.2589254117941673   0.18207402507128853 
1.5848931924611136   0.1467373350912724 
1.9952623149688797   0.13232132264456659 
2.51188643150958     0.13173271656117203 
3.1622776601683795   0.14284136041486228 
3.981071705534973    0.16657030552391405 
5.011872336272724    0.2065618319554541 
6.309573444801933    0.26986691056209655 
7.943282347242818    0.33947154211916 
10.                  0.5247229684260261



C:Irvine
H:     X           Y1,SLTT0
c:  0.17330E-02  0.19583E+01
  0.22070E-02  0.29108E+00
  0.28700E-02  0.41057E-01
  0.42200E-02  0.56808E-02
  0.48890E-02  0.28183E-02
  0.66750E-02  0.11617E-02
  0.85960E-02  0.66845E-03
  0.11380E-01  0.43330E-03
  0.18850E-01  0.31622E-03
  0.33920E-01  0.33976E-03
  0.47440E-01  0.41902E-03
  0.66220E-01  0.59342E-03
  0.10030E+00  0.96476E-03
  0.14590E+00  0.16769E-02
